"Var1","Var2","Var4","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"F","A",41,6,3,"F","A","CB",25,0,0,0,0,8,3
"F","C",16,22,5,"F","A","AZ",32,1,2,0,1,4,3
"F","A",27,1,1,"M","B","CB",16,4,1,3,3,15,5
"F","B",16,5,5,"M","B","PO",22,1,1,1,3,12,4
"F","A",26,3,4,"M","A","CJ",17,1,3,0,2,2,4
"M","A",48,8,5,"F","C","EY",36,1,0,0,4,9,3
"M","B",36,16,4,"F","A","EY",18,0,0,0,4,2,4
"F","A",27,1,3,"F","A","EY",29,1,1,0,1,3,2
"F","B",21,3,3,"M","C","CJ",15,1,2,3,4,17,5
"F","C",16,1,4,"M","A","ST",17,3,0,0,3,2,4
"M","A",16,1,3,"M","A","AZ",17,3,1,4,1,5,5
"F","A",29,4,3,"M","B","EY",17,5,2,4,2,5,5
"F","B",17,10,5,"F","B","CB",25,2,1,4,3,11,5
"F","A",29,10,4,"M","A","AZ",25,2,3,1,1,2,3
"F","A",25,1,4,"F","C","PO",20,2,0,3,2,16,5
"M","B",20,12,3,"M","B","AZ",16,0,1,1,4,7,3
"F","A",32,6,3,"M","A","IC",18,1,0,0,0,3,3
"M","D",15,14,5,"F","C","PO",15,2,0,4,4,4,3
"F","A",30,5,3,"F","B","IC",19,1,2,1,3,7,4
"M","C",20,11,5,"F","B","CB",31,0,1,1,4,10,3
"F","B",22,2,3,"M","B","PO",20,4,0,3,1,6,5
"F","C",22,4,5,"F","B","CB",22,2,1,1,3,1,4
"F","A",15,2,3,"M","A","EY",34,0,0,1,5,9,3
"M","A",15,8,4,"F","A","ST",17,0,0,3,2,6,5
"F","A",15,3,3,"F","A","CB",15,0,1,0,3,10,4
"M","B",15,1,4,"F","A","AZ",25,2,1,0,2,0,4
"M","C",21,7,5,"F","A","EY",18,0,0,0,2,13,4
"F","B",26,1,4,"M","A","PO",19,4,2,1,0,6,5
"M","A",16,2,3,"F","A","CB",25,0,0,0,1,0,2
"F","A",26,0,3,"F","A","EY",25,2,1,0,1,2,2
"M","B",33,21,4,"F","A","PO",22,0,2,3,7,1,5
"M","C",27,5,5,"M","C","PO",31,3,2,6,4,12,5
"F","D",16,6,4,"F","B","ST",44,2,1,0,1,29,3
"F","A",34,6,3,"M","A","CJ",35,2,1,3,1,4,5
"F","B",34,9,3,"F","A","PO",36,0,1,1,1,11,3
"F","A",32,6,2,"M","B","PO",29,1,0,2,3,18,5
"F","B",22,10,3,"F","A","CJ",27,0,0,1,0,1,3
"F","D",31,6,5,"M","B","IC",16,0,0,1,6,1,4
"F","B",22,6,5,"F","D","EY",39,0,0,4,4,17,5
"M","B",16,3,4,"M","C","AZ",20,0,2,3,2,4,5
"F","D",21,1,4,"F","B","EY",34,1,2,2,3,14,4
"F","A",37,20,3,"F","A","PO",18,0,1,1,2,5,5
"M","D",36,12,3,"F","B","EY",18,1,3,2,5,6,3
"F","D",41,13,5,"M","B","CB",16,2,2,0,1,4,3
"F","C",21,3,4,"M","B","IC",15,1,1,0,4,3,3
"M","B",24,17,5,"M","A","CB",22,2,3,4,3,8,5
"F","C",46,21,3,"F","B","AZ",27,1,0,0,0,11,3
"F","B",15,1,4,"F","B","AZ",22,2,1,1,1,12,5
"F","A",15,1,3,"M","C","PO",22,2,2,2,6,10,4
"F","A",47,34,3,"M","B","ST",27,2,0,3,2,17,5
"M","C",25,1,3,"M","A","AZ",16,3,2,3,6,1,4
"M","B",44,16,5,"M","A","AZ",16,3,2,0,1,5,4
"F","A",28,1,3,"F","C","CB",38,0,1,1,1,6,2
"M","B",28,11,4,"M","B","EY",23,0,0,3,6,5,3
"M","B",23,10,3,"F","B","CJ",18,0,1,0,1,1,3
"F","C",17,6,5,"M","C","CJ",26,2,3,4,3,12,5
"F","B",20,6,3,"F","B","AZ",15,2,2,2,2,1,4
"M","A",44,13,1,"F","B","EY",26,1,0,1,5,8,4
"M","A",42,2,3,"M","C","ST",15,2,0,2,2,9,6
"F","C",21,20,5,"F","A","PO",19,2,1,2,1,4,5
"F","A",31,14,4,"M","A","PO",41,1,1,2,3,17,4
"M","B",17,5,4,"M","C","PO",24,1,1,0,0,20,5
"F","B",26,17,5,"F","C","PO",22,2,3,3,2,5,5
"M","C",24,13,5,"F","A","PO",31,2,1,1,3,7,3
"F","C",15,1,5,"F","A","CJ",30,2,1,0,2,0,4
"F","A",17,3,4,"F","A","ST",29,0,0,0,0,1,3
"M","A",17,15,4,"F","B","CB",18,3,0,1,5,1,3
"F","B",30,15,4,"F","A","CB",16,1,3,0,2,3,5
"M","A",34,11,4,"M","B","PO",22,1,1,1,9,12,3
"F","C",15,2,4,"F","A","CB",21,1,1,2,3,6,3
"M","B",16,11,5,"F","A","IC",22,0,2,2,5,5,3
"M","A",27,6,4,"M","B","CB",19,3,1,1,1,8,5
"M","A",25,13,5,"F","B","AZ",18,2,0,0,2,6,3
"F","C",15,8,5,"M","D","CJ",28,1,1,0,2,4,4
"F","B",35,6,1,"F","C","AZ",26,1,1,1,3,10,4
"F","B",33,2,4,"F","A","PO",19,1,0,1,3,1,3
"F","B",15,1,3,"F","C","CJ",27,1,2,0,0,1,3
"F","B",15,1,3,"M","B","CB",34,1,0,0,1,18,4
"M","C",16,6,4,"M","B","PO",23,0,0,0,2,4,3
"F","C",29,12,5,"M","C","PO",27,3,0,3,1,28,5
"M","D",21,4,5,"F","A","AZ",26,1,0,0,3,6,4
"F","B",16,15,5,"F","B","CB",32,4,3,3,1,10,5
"F","B",63,3,3,"F","A","EY",23,1,1,2,2,13,4
"F","B",25,19,5,"F","C","AZ",20,2,1,4,4,4,5
"F","A",30,9,2,"M","A","PO",24,0,1,2,1,13,3
"F","A",28,9,3,"M","C","CB",18,1,1,0,4,4,4
"M","B",28,4,3,"F","A","CB",25,0,2,3,2,9,3
"F","A",15,6,5,"M","A","IC",15,3,1,3,2,4,5
"F","A",35,9,5,"M","A","PO",15,1,2,2,0,8,5
"M","A",28,2,3,"F","B","AZ",28,0,0,0,2,12,3
"F","A",35,8,2,"F","A","PO",26,0,0,0,2,5,3
"M","B",33,17,5,"M","A","IC",16,3,0,0,4,3,3
"M","A",21,7,5,"F","B","IC",38,0,1,0,0,21,4
"F","A",39,0,3,"M","B","EY",26,0,1,0,0,4,4
"F","B",15,1,3,"M","B","PO",26,1,0,6,4,11,5
"F","C",18,5,3,"F","C","CB",36,0,0,0,2,18,4
"M","A",27,5,3,"M","B","PO",15,3,0,5,1,6,5
"F","B",16,3,3,"M","B","AZ",26,1,2,1,3,14,4
"F","A",26,11,3,"M","B","EY",31,2,1,0,3,11,3
"F","A",27,18,4,"M","C","AZ",20,1,1,4,6,18,5
"M","A",46,1,1,"F","B","CB",22,1,0,5,2,14,5
"F","B",17,6,4,"M","B","ST",17,0,1,0,1,11,4
"M","A",19,17,5,"F","B","AZ",20,3,0,5,3,6,5
"F","B",15,1,3,"M","C","CB",17,1,1,2,3,11,3
"M","A",17,10,6,"F","C","ST",22,1,1,7,3,9,5
"M","D",25,5,4,"F","C","CJ",25,3,4,5,3,6,5
"M","A",19,23,5,"F","A","CJ",22,0,1,1,3,2,3
"F","B",21,5,3,"F","D","CB",23,2,2,0,4,21,4
"M","C",18,3,4,"F","A","AZ",15,1,0,1,4,1,3
"F","B",36,13,3,"M","D","PO",16,1,1,3,0,7,5
"F","B",27,23,3,"M","B","PO",17,1,2,1,2,16,5
"F","C",46,4,1,"F","A","IC",19,0,1,1,1,4,3
"F","B",21,11,5,"F","B","AZ",19,1,1,1,2,9,4
"M","C",20,2,3,"F","A","EY",29,1,0,2,2,3,5
"M","C",40,5,3,"F","B","CJ",18,0,0,2,4,1,3
"F","B",22,14,3,"M","B","CB",20,1,1,0,2,5,3
"F","C",15,4,5,"F","D","EY",20,1,0,1,3,3,4
"F","B",25,7,5,"F","A","CB",23,0,0,0,1,9,3
"F","C",17,9,5,"M","B","CB",15,1,1,0,3,4,4
"M","C",22,11,5,"F","B","PO",32,1,0,2,3,4,4
"M","A",33,10,3,"M","A","PO",23,1,1,3,4,15,5
"F","B",27,11,4,"F","A","CJ",16,0,3,1,5,2,3
"F","A",27,18,4,"F","C","AZ",24,2,3,1,4,5,3
"M","C",29,9,4,"F","B","CJ",51,2,1,2,3,19,5
"M","C",22,5,4,"F","A","AZ",20,0,0,1,3,5,4
"F","B",19,6,3,"M","B","AZ",54,2,0,0,1,25,3
"M","A",17,3,3,"M","B","IC",19,1,0,1,5,2,3
"F","D",41,0,3,"F","A","PO",39,1,0,3,5,20,3
"F","A",16,3,3,"F","B","PO",21,2,2,5,2,6,5
"M","B",18,1,3,"F","C","EY",38,0,2,1,1,32,3
"F","C",23,11,5,"M","A","IC",26,5,0,2,3,6,5
"F","B",25,13,5,"F","B","IC",17,1,0,2,5,12,4
"F","C",19,10,5,"M","A","CB",20,0,0,2,5,4,3
"F","B",15,6,5,"F","B","EY",32,0,1,3,3,17,4
"M","C",17,1,3,"F","B","PO",23,0,0,1,2,6,3
"F","B",26,5,3,"F","D","AZ",21,0,0,1,2,7,3
"M","C",30,6,5,"M","A","PO",23,1,0,0,1,8,4
"F","A",17,5,4,"F","A","ST",27,1,0,1,2,2,3
"F","B",28,16,5,"M","C","AZ",23,4,0,3,1,7,5
"M","B",18,10,3,"F","A","PO",25,1,0,0,2,7,3
"M","D",26,6,5,"M","C","AZ",18,3,0,3,1,7,5
"M","A",39,23,4,"F","D","CJ",20,2,1,1,5,3,3
"M","A",45,21,4,"F","B","IC",15,1,1,1,4,1,3
"F","D",17,8,5,"F","B","PO",17,1,2,0,0,2,3
"M","B",15,4,5,"F","B","AZ",24,2,2,0,5,3,4
"F","A",29,4,1,"F","B","CB",22,0,0,1,4,5,3
"F","B",28,4,2,"F","A","PO",16,0,2,0,2,2,3
"M","C",40,19,3,"M","B","CB",22,1,2,0,1,8,4
"F","B",23,3,4,"F","B","AZ",15,0,2,3,6,2,4
"F","B",25,0,5,"F","B","PO",24,0,0,0,2,13,3
"F","A",36,15,3,"F","D","IC",35,1,0,1,1,8,1
"F","B",15,4,5,"F","B","EY",19,0,1,1,4,3,3
"F","B",17,7,4,"M","C","IC",16,0,0,1,5,2,4
"F","B",26,16,4,"M","B","PO",22,1,0,1,4,5,3
"M","B",27,9,4,"F","A","AZ",28,0,0,0,3,16,3
"F","C",35,12,3,"F","B","CJ",31,2,2,1,5,32,4
"F","A",29,4,3,"M","B","CB",18,1,1,2,4,1,4
"M","A",39,4,2,"M","B","EY",17,7,3,2,3,5,5
"F","C",30,12,3,"M","B","IC",20,1,2,0,2,8,4
"F","B",20,9,4,"F","D","ST",26,2,1,2,2,1,3
"M","B",23,28,5,"M","C","EY",21,2,1,1,3,3,3
"M","B",15,2,3,"M","B","ST",24,0,1,1,1,5,3
"M","A",18,16,4,"F","A","EY",24,0,0,2,6,10,4
"F","B",16,7,4,"F","A","EY",21,1,1,3,7,3,4
"M","C",20,14,5,"M","B","PO",27,1,1,0,2,9,3
"F","A",26,9,3,"F","C","EY",31,0,0,0,0,0,3
"F","C",18,7,5,"F","A","CJ",41,4,2,0,1,2,3
"F","B",17,1,4,"M","B","EY",22,0,1,1,5,16,3
"F","C",16,1,4,"M","B","CB",33,2,1,3,2,9,5
"F","B",26,13,4,"M","B","AZ",18,0,0,0,5,9,3
"F","C",18,3,3,"M","C","IC",17,1,1,0,1,2,4
"M","C",28,12,5,"F","A","AZ",34,0,0,1,0,4,3
"F","C",15,1,3,"F","A","EY",20,2,1,2,2,6,5
"M","B",56,7,5,"F","B","AZ",29,2,2,0,1,2,3
"F","A",20,1,4,"M","A","CB",32,0,0,2,2,9,5
"M","C",27,10,5,"M","B","AZ",15,1,2,0,2,5,3
"M","B",18,4,4,"M","D","AZ",25,0,4,1,7,0,3
"M","C",17,14,5,"M","B","PO",21,2,3,4,2,10,5
"F","A",15,1,3,"F","A","AZ",17,1,1,0,1,2,4
"M","A",27,7,2,"F","B","EY",51,1,2,1,3,29,3
"M","C",35,14,4,"M","B","CJ",26,2,2,5,0,7,5
"F","A",41,6,3,"F","B","AZ",31,2,2,2,3,9,5
"M","A",26,9,3,"F","A","EY",16,1,2,0,0,1,3
"M","B",28,12,4,"F","B","AZ",19,1,1,1,5,18,4
"F","C",37,4,3,"F","B","IC",17,0,2,2,8,1,3
"M","A",26,1,4,"F","B","IC",18,1,1,2,8,1,4
"M","B",16,4,5,"F","A","AZ",27,1,3,2,1,1,2
"F","A",17,3,4,"M","B","CJ",17,0,1,2,4,8,4
"F","A",36,1,3,"M","B","EY",15,2,4,1,3,7,3
"F","A",20,4,4,"F","B","CJ",20,0,1,1,3,5,4
"F","A",16,3,4,"M","C","PO",52,2,1,3,2,29,4
"F","B",27,5,4,"M","C","CJ",20,2,1,2,0,4,5
"F","B",23,14,5,"F","B","AZ",15,2,2,4,3,5,5
"F","B",17,8,5,"F","D","AZ",22,0,2,3,5,1,3
"F","C",47,8,3,"F","B","EY",18,3,0,1,1,4,3
"F","B",45,31,5,"M","B","AZ",15,2,0,4,3,4,5
"F","B",25,5,3,"M","A","PO",15,2,0,4,4,7,5
"F","B",31,25,4,"F","C","IC",26,0,1,3,0,3,3
"F","B",48,28,3,"F","A","CJ",25,1,1,0,0,0,3
"M","B",28,10,4,"F","A","PO",45,0,1,1,4,13,4
"F","B",50,49,5,"F","B","PO",26,3,1,6,4,5,5
"M","D",18,6,5,"M","B","CB",35,3,0,2,2,8,5
"F","C",19,7,5,"F","A","AZ",33,1,0,2,0,7,4
"F","B",29,6,4,"M","C","PO",41,2,1,1,1,32,4
"F","B",24,15,4,"F","A","CB",16,2,1,0,1,1,4
"M","A",17,5,5,"M","B","CJ",19,0,0,0,0,1,3
"F","A",17,1,4,"M","C","CJ",33,0,0,1,0,27,3
"M","C",19,17,5,"M","A","ST",23,3,3,1,3,6,5
"F","A",29,2,3,"M","B","AZ",16,2,1,5,2,17,5
"F","D",25,2,3,"F","B","AZ",24,1,0,4,3,7,5
"F","B",33,15,3,"F","A","EY",17,3,1,1,4,4,3
"F","A",27,3,3,"F","A","AZ",26,1,0,0,1,10,5
"F","A",38,3,3,"F","A","CB",15,1,0,3,0,7,5
"M","B",31,7,4,"F","A","CB",38,1,0,0,0,11,2
"M","C",23,5,4,"F","C","EY",18,2,0,4,5,3,3
"F","A",15,1,4,"M","B","CB",19,2,2,5,3,4,5
"F","B",28,11,5,"F","B","PO",26,0,0,0,1,3,3
"F","A",23,4,4,"M","A","CJ",34,0,0,1,2,11,2
"F","C",28,3,2,"F","A","PO",28,1,0,0,2,4,3
"F","C",18,4,4,"M","B","AZ",34,1,1,1,3,19,3
"M","B",19,1,3,"F","A","IC",25,4,0,1,2,19,3
"M","B",21,12,5,"F","C","CB",19,1,0,8,2,18,4
"F","A",32,4,2,"M","B","CJ",20,2,0,1,2,1,4
"F","B",27,5,5,"F","B","CB",15,2,0,1,4,1,4
"F","A",26,3,4,"M","B","EY",45,0,2,2,5,4,3
"F","C",34,9,4,"M","D","PO",26,2,0,2,0,10,5
"M","B",30,16,5,"F","B","PO",25,2,0,2,5,7,4
"F","A",25,4,5,"M","B","AZ",17,0,1,0,1,4,4
"M","B",16,5,5,"M","D","PO",34,1,0,3,1,9,5
"M","C",34,18,5,"F","B","IC",18,0,0,1,1,18,5
"F","C",23,15,5,"M","B","IC",34,2,1,3,4,20,5
"F","B",22,5,4,"F","C","CB",19,1,1,1,1,11,5
"F","B",17,5,3,"M","B","AZ",37,0,1,1,3,17,3
"F","C",23,5,5,"F","C","CB",25,1,2,1,1,9,4
"F","D",33,11,3,"F","C","EY",49,1,1,0,2,50,3
"F","B",20,4,4,"M","A","CB",16,1,3,2,2,1,4
"F","A",27,5,3,"M","A","AZ",31,0,1,3,1,5,2
"F","B",23,12,5,"F","A","AZ",26,2,1,1,4,10,4
"M","B",22,2,4,"F","B","EY",35,0,0,1,4,11,4
"F","A",16,1,4,"F","A","AZ",35,3,0,1,1,17,3
"M","B",21,7,3,"M","C","IC",49,4,0,5,4,6,5
"M","B",15,9,5,"F","B","AZ",25,1,0,0,1,1,3
"F","B",28,13,5,"F","C","CB",26,2,2,4,3,5,5
"M","C",20,3,4,"M","B","PO",15,0,0,1,5,5,3
"M","B",16,2,4,"M","B","CJ",24,2,0,3,4,6,5
"F","C",15,5,5,"F","B","PO",21,1,1,4,2,16,5
"F","A",28,2,3,"F","A","CJ",15,2,1,0,1,3,3
"F","A",16,22,3,"F","A","EY",16,2,1,1,5,1,4
"F","B",19,13,5,"F","B","PO",59,2,2,1,1,43,4
"F","C",24,7,5,"M","D","CB",29,1,2,2,0,6,3
"F","B",32,1,3,"M","A","AZ",37,1,1,2,3,20,4
"F","B",20,5,5,"M","A","EY",18,1,0,0,3,9,3
"F","B",20,5,4,"F","C","AZ",21,1,1,1,2,13,3
"M","B",16,2,5,"F","B","CJ",49,1,3,1,1,18,3
"F","A",28,9,3,"M","B","CJ",22,2,0,3,2,18,5
"M","B",41,6,5,"F","B","IC",29,2,0,1,2,3,3
"F","B",20,4,5,"F","A","EY",21,1,1,0,2,7,4
"F","C",32,18,3,"M","B","AZ",15,1,2,4,6,2,4
"M","C",33,7,3,"F","B","IC",15,4,0,4,3,8,5
"F","B",16,4,3,"M","C","CB",19,0,1,1,1,12,5
"M","B",18,22,5,"F","A","EY",16,2,1,1,1,4,5
"M","A",31,7,5,"F","B","AZ",18,3,1,4,2,8,5
"F","B",22,2,3,"F","B","AZ",37,1,1,4,4,14,5
"F","A",15,2,3,"F","A","EY",15,3,3,4,3,6,5
"M","B",25,3,4,"M","A","AZ",15,1,0,2,4,12,5
"F","A",27,8,3,"F","C","CJ",17,1,2,1,2,1,3
"F","A",32,6,3,"F","A","EY",29,0,1,1,3,7,4
"M","A",32,6,5,"F","A","EY",19,4,1,0,2,8,5
"M","B",18,9,5,"M","B","CJ",20,0,0,0,1,2,4
"M","B",40,11,3,"F","B","EY",32,1,2,2,4,14,4
"F","B",27,17,3,"F","B","CJ",19,0,1,0,4,6,3
"F","B",17,4,3,"M","B","EY",22,1,1,1,2,5,3
"M","B",32,5,3,"F","A","EY",25,0,1,0,0,2,4
"M","B",30,11,4,"M","C","IC",17,2,0,4,2,6,5
"F","D",15,4,5,"M","B","PO",23,0,0,3,3,11,4
"F","C",18,6,5,"F","C","PO",15,3,0,2,3,6,5
"F","A",33,2,1,"F","D","PO",24,2,0,2,1,4,4
"F","C",16,7,4,"F","A","CJ",15,0,3,0,1,2,4
"F","A",20,8,5,"F","B","PO",23,3,0,3,8,6,3
"F","A",18,3,4,"M","C","CB",17,1,0,2,1,5,4
"F","B",39,21,3,"F","B","CJ",18,3,2,5,2,9,5
"M","B",17,8,5,"F","A","CJ",17,1,1,2,2,11,4
"F","B",35,8,4,"M","A","CB",15,1,2,0,1,1,3
"M","A",34,13,5,"F","A","CB",22,1,0,0,4,12,3
"F","A",20,7,3,"F","A","PO",16,0,0,1,2,2,3
"F","A",40,3,3,"F","C","CB",47,1,1,0,2,8,4
"F","B",29,4,5,"F","B","IC",32,2,2,2,2,6,2
"F","C",33,16,4,"F","D","PO",26,1,0,1,1,15,3
"M","B",21,3,4,"M","A","EY",31,3,2,1,4,16,3
"F","B",29,17,3,"M","B","AZ",18,1,5,0,3,1,3
"M","B",16,2,4,"F","C","AZ",25,2,0,2,1,16,5
"F","B",22,10,5,"M","A","AZ",41,1,0,1,2,3,3
"M","A",20,5,5,"F","C","AZ",29,1,0,3,3,5,5
"F","B",26,1,3,"F","D","CJ",23,0,2,1,2,10,4
"M","A",27,20,4,"F","A","ST",23,1,2,0,0,5,3
"F","B",29,13,3,"F","B","EY",19,1,2,3,4,4,4
"M","C",22,8,5,"F","B","CJ",24,3,1,0,0,3,4
"F","C",15,4,4,"F","B","CB",23,1,2,2,3,6,4
"M","A",15,5,4,"M","C","PO",24,2,1,5,2,13,5
"M","C",21,8,5,"F","A","AZ",29,2,2,0,0,1,3
"F","B",26,7,3,"F","B","CJ",53,3,2,7,3,8,5
"F","A",18,6,4,"M","A","CJ",27,1,2,5,2,1,1
"M","B",84,7,5,"M","B","CB",25,0,1,0,2,4,3
"F","B",26,16,5,"F","C","PO",16,0,0,3,3,10,5
"M","C",21,5,3,"F","B","EY",56,1,2,0,7,29,4
"F","D",18,5,5,"F","B","PO",17,5,1,1,1,3,3
"M","B",22,5,4,"F","B","AZ",30,1,2,1,6,10,3
"M","B",31,11,3,"F","A","IC",48,3,2,3,1,5,5
"M","B",30,28,3,"M","C","AZ",23,1,1,0,2,3,4
"F","D",16,2,3,"F","C","PO",17,3,0,1,3,11,4
"F","C",21,6,5,"F","A","PO",31,4,1,2,1,36,5
"M","D",33,1,3,"F","B","CB",17,2,1,2,7,2,4
"F","C",34,6,2,"F","B","EY",16,3,2,0,2,6,3
"M","A",17,5,3,"F","B","CJ",19,2,2,0,3,4,4
"F","B",18,19,4,"M","C","PO",15,2,1,4,1,5,5
"F","B",26,6,5,"F","B","IC",33,1,3,2,0,7,3
"F","B",18,4,5,"M","A","CJ",21,0,0,1,1,5,4
"F","A",23,8,4,"F","A","IC",26,0,0,0,3,13,3
"M","A",20,9,5,"F","C","CJ",16,2,0,6,3,9,5
"F","B",16,3,4,"F","B","IC",50,0,0,2,0,21,3
"F","A",25,3,1,"F","A","EY",25,1,2,1,2,21,5
"M","C",21,5,3,"M","A","AZ",16,1,2,0,2,2,3
"F","B",26,10,4,"F","C","CJ",32,0,0,0,1,1,3
"M","C",15,13,5,"F","B","CB",21,2,0,1,5,10,4
"M","C",15,2,3,"M","B","CJ",20,0,1,1,1,6,3
"M","B",35,12,3,"F","A","AZ",33,1,1,1,1,2,2
"F","A",38,3,3,"M","C","PO",24,3,0,5,5,10,5
"M","A",22,4,3,"F","A","CJ",31,1,2,2,2,16,5
"M","B",41,10,4,"F","C","IC",26,1,0,1,3,1,2
"F","A",25,5,2,"F","B","ST",60,1,0,2,9,18,3
"F","A",20,7,3,"M","B","PO",15,0,0,2,2,4,4
"F","B",28,9,4,"M","C","PO",17,0,2,1,3,3,3
"M","D",22,9,5,"M","A","CJ",38,1,1,0,0,8,3
"F","A",17,17,5,"F","A","ST",19,0,1,2,4,1,4
"F","A",18,2,4,"F","C","EY",21,0,2,1,1,6,3
"F","A",37,8,2,"M","A","IC",32,0,1,2,1,5,2
"M","A",18,8,5,"F","B","CJ",17,2,2,1,4,1,3
"F","B",15,1,4,"M","D","PO",18,2,3,3,1,5,5
"F","C",25,8,6,"M","B","AZ",15,0,0,1,1,4,5
"F","A",22,9,3,"M","A","CB",30,0,3,1,3,9,3
"F","C",19,3,4,"F","D","PO",19,3,0,3,1,5,6
"M","B",19,3,4,"F","C","EY",28,0,0,2,2,7,4
"F","B",22,3,4,"F","C","AZ",49,0,0,0,0,12,2
"F","B",26,4,4,"M","B","PO",22,2,1,5,1,6,5
"F","A",26,2,4,"F","B","PO",22,3,2,0,2,10,4
"F","C",30,14,4,"M","A","IC",17,1,1,1,4,3,4
"F","C",27,1,3,"M","B","EY",15,1,1,0,1,1,3
"F","D",26,3,4,"M","B","CJ",21,2,3,1,1,6,4
"M","B",15,1,3,"M","A","AZ",29,2,1,2,3,0,3
"M","C",22,6,5,"F","A","CB",51,0,1,0,3,31,4
"M","B",17,1,4,"M","D","EY",15,1,0,1,7,8,3
"F","B",20,2,4,"F","A","IC",16,1,2,1,3,2,3
"M","A",28,5,3,"M","A","CJ",29,1,0,1,5,18,4
"F","B",18,6,3,"M","C","AZ",20,3,1,3,0,6,5
"M","C",19,9,5,"F","D","IC",32,1,3,1,0,15,3
"F","C",39,24,5,"F","A","CB",26,1,0,0,0,6,2
"F","B",29,2,3,"M","B","CB",18,3,1,1,3,8,5
"F","B",25,22,5,"M","A","AZ",43,2,2,1,2,28,6
"F","B",16,2,3,"F","B","IC",37,1,0,0,4,17,3
"F","B",20,5,3,"F","A","PO",58,2,0,3,1,58,5
"F","B",17,2,4,"M","A","PO",23,4,0,3,3,4,5
"F","A",30,15,5,"F","A","ST",29,2,1,0,0,2,3
"M","B",16,6,5,"M","B","PO",19,3,1,0,1,13,5
"M","C",31,5,3,"F","C","PO",25,2,1,4,1,6,5
"M","A",23,11,3,"F","B","PO",20,0,0,0,2,1,3
"F","B",21,6,6,"M","B","CJ",22,3,1,4,5,13,5
"F","A",17,25,5,"F","B","CB",32,2,3,1,3,17,5
"F","B",18,8,3,"F","B","CB",24,2,1,4,5,12,5
"M","B",17,6,5,"M","C","PO",19,0,1,1,5,7,4
"F","C",31,7,2,"M","A","AZ",19,1,1,0,4,4,4
"F","B",24,6,4,"F","A","PO",15,2,3,2,3,1,3
"M","B",43,40,3,"M","B","PO",20,3,0,2,1,7,5
"F","B",37,5,4,"F","C","CB",15,4,2,5,3,11,5
"F","B",16,2,4,"F","D","PO",17,1,1,0,1,3,4
"M","A",15,6,5,"F","A","CB",31,1,1,0,1,13,3
"F","B",17,6,5,"F","A","AZ",43,0,3,0,1,10,3
"F","B",39,20,4,"F","A","CJ",29,0,0,1,1,3,3
"M","B",20,1,3,"F","C","AZ",17,1,2,1,3,9,4
"M","C",26,6,5,"F","B","EY",20,2,2,1,3,4,4
"F","B",30,4,3,"F","B","PO",15,0,2,0,3,5,4
"M","B",23,7,5,"F","A","AZ",16,1,2,2,1,7,5
"F","C",17,22,5,"F","A","CB",25,1,0,0,1,0,3
"M","B",15,12,5,"F","B","IC",31,1,1,2,5,5,4
"M","B",16,5,5,"F","A","EY",15,1,1,3,4,1,4
"F","B",36,3,2,"F","B","CJ",33,0,0,3,0,7,2
"F","C",50,4,3,"M","D","PO",19,1,1,4,5,5,5
"M","B",17,15,5,"M","B","PO",31,0,2,2,5,12,4
"M","B",19,4,4,"F","A","PO",26,0,0,2,0,4,3
"M","B",44,19,3,"M","B","PO",16,3,0,5,4,10,5
"F","A",20,7,3,"M","B","IC",18,0,2,1,3,1,4
"F","B",29,4,5,"F","A","AZ",26,2,2,1,0,4,4
"F","A",45,15,3,"F","A","IC",25,1,2,0,0,1,3
"M","C",21,10,5,"F","A","IC",68,3,1,1,1,23,2
"M","B",18,5,5,"M","B","CB",28,1,0,0,2,7,3
"F","C",16,3,3,"F","B","ST",22,2,0,5,4,13,4
"F","B",21,6,3,"F","A","PO",35,0,2,4,4,11,4
"M","C",31,7,5,"F","B","PO",28,1,3,2,2,1,3
"F","A",32,3,3,"M","B","IC",15,0,1,4,3,6,5
"M","D",16,10,5,"F","B","EY",17,1,0,2,4,4,4
"M","B",35,7,5,"F","A","AZ",34,0,3,2,2,5,2
"M","A",25,7,3,"F","B","CB",15,1,2,5,4,7,5
"F","C",36,10,3,"M","A","AZ",15,1,2,4,3,5,5
"F","B",15,14,3,"M","C","IC",22,1,1,4,3,10,5
"F","A",27,10,5,"F","B","CJ",18,1,1,3,1,4,4
"F","B",15,9,3,"M","A","CJ",17,1,0,4,2,4,5
"F","A",18,2,3,"F","B","IC",27,1,1,0,1,0,3
"F","C",29,11,5,"M","B","PO",15,2,1,0,4,6,4
"M","A",21,14,4,"M","A","EY",17,2,2,2,4,3,4
"M","C",23,4,5,"F","B","CB",30,4,1,1,4,15,3
"F","A",31,7,1,"M","C","EY",23,1,1,0,3,11,5
"M","A",49,21,4,"F","A","AZ",30,2,1,0,0,1,3
"F","C",25,1,4,"M","C","ST",24,3,0,4,3,18,5
"M","D",20,8,5,"F","A","CJ",31,4,2,4,4,4,5
"F","A",20,8,5,"F","A","AZ",51,0,0,1,0,2,3
"F","A",32,6,3,"M","B","PO",18,1,0,3,5,1,4
"F","D",40,6,5,"F","B","CB",41,7,2,0,2,4,3
"F","A",25,2,3,"M","B","ST",28,1,1,0,3,12,3
"F","B",63,19,3,"F","A","ST",28,1,1,1,0,1,2
