"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"F","B","IC",18,1,0,1,2,4,3,"F","C","PO",21,0,2,3,1,4,4
"F","C","AZ",36,2,2,0,1,5,4,"M","A","IC",23,2,1,4,0,9,6
"F","D","PO",15,1,0,1,0,8,5,"F","C","IC",45,0,0,1,4,20,3
"M","C","CB",36,2,5,3,3,6,5,"M","B","PO",16,2,3,0,3,1,3
"M","B","PO",22,2,2,1,1,20,6,"M","B","IC",16,2,2,0,1,2,4
"M","A","EY",25,0,1,1,1,3,4,"F","B","PO",17,2,1,4,2,6,5
"M","A","EY",22,1,1,3,2,18,5,"F","A","CB",25,3,0,1,0,10,3
"M","A","PO",52,1,1,4,4,8,5,"F","A","CJ",52,0,0,2,1,12,4
"F","A","PO",16,0,0,3,1,9,5,"M","A","PO",16,3,0,3,2,5,5
"F","C","PO",22,5,0,3,1,17,5,"F","C","PO",18,1,0,0,1,9,3
"M","B","CB",20,3,1,0,0,14,5,"F","C","CJ",40,0,0,1,3,10,2
"M","D","AZ",25,1,0,5,4,7,5,"F","B","EY",17,0,2,0,2,7,3
"M","B","PO",15,1,0,1,1,5,5,"F","A","AZ",33,0,0,0,4,1,1
"F","A","CB",44,0,1,1,4,3,3,"F","C","PO",18,1,0,1,3,2,3
"F","A","EY",16,1,1,0,1,2,3,"M","A","IC",17,0,0,1,3,2,4
"F","B","CB",16,0,2,1,2,4,4,"M","A","PO",18,2,0,2,0,4,5
"F","B","CB",15,2,2,4,2,7,5,"M","B","CB",16,3,2,0,2,3,3
"F","A","AZ",26,0,2,1,1,8,4,"F","B","AZ",21,1,2,1,2,2,4
"F","B","IC",33,2,3,1,1,1,4,"F","A","AZ",15,3,1,0,0,8,5
"M","B","AZ",24,0,0,1,4,13,3,"M","A","IC",16,3,2,0,0,11,3
"F","C","IC",26,4,1,1,2,2,3,"M","B","CJ",18,2,0,0,0,9,5
"M","B","PO",18,0,2,0,3,3,4,"F","C","ST",18,3,2,3,1,24,5
"F","C","CB",19,2,2,2,0,6,5,"F","A","CB",18,3,4,1,3,3,5
"F","B","IC",35,1,1,2,1,9,2,"M","D","ST",22,0,2,1,4,3,3
"F","B","EY",19,0,0,1,5,4,3,"F","A","IC",17,2,3,1,4,4,3
"F","A","AZ",31,0,1,1,1,8,4,"F","A","IC",37,1,0,0,1,7,3
"F","B","PO",49,3,1,1,3,15,3,"M","B","PO",21,3,2,2,3,18,5
"M","B","PO",15,1,1,0,2,1,4,"F","C","CB",20,3,0,4,3,9,5
"F","B","EY",23,0,1,0,3,1,4,"F","A","CJ",29,0,0,1,3,6,3
"F","B","IC",18,0,2,1,1,3,3,"F","A","PO",34,0,3,1,1,13,3
"F","B","EY",17,0,0,1,5,4,4,"F","A","AZ",28,1,1,0,4,23,3
"F","B","CJ",16,0,2,0,5,16,4,"M","B","CB",22,5,0,1,1,4,5
"F","A","AZ",26,1,0,1,4,1,4,"F","A","EY",20,1,1,3,2,4,4
"M","A","CB",16,2,2,0,3,3,3,"F","B","CJ",29,2,1,0,1,11,3
"F","B","EY",17,1,0,2,6,2,4,"M","C","PO",16,2,1,2,1,7,5
"F","A","ST",15,1,1,0,3,1,4,"F","C","CB",19,0,1,1,2,2,3
"F","B","EY",18,1,2,0,1,1,4,"F","C","IC",38,2,1,0,2,3,3
"M","D","PO",18,0,0,4,3,8,5,"F","B","AZ",16,0,0,5,0,5,5
"F","C","CB",18,0,1,3,0,14,5,"M","B","CB",15,1,3,0,2,1,4
"M","A","EY",32,2,1,0,1,7,3,"M","A","IC",25,0,2,1,2,10,3
"M","B","PO",36,0,1,1,5,10,3,"M","B","AZ",18,2,0,1,4,11,3
"F","B","EY",15,0,2,0,1,4,4,"F","B","AZ",42,0,0,0,2,21,4
"F","A","IC",50,0,0,3,1,12,3,"M","A","AZ",37,2,1,0,0,19,5
"F","C","AZ",26,2,1,7,2,5,5,"F","C","CB",22,0,2,1,4,13,4
"F","B","AZ",20,1,1,0,3,3,3,"F","B","IC",16,4,1,2,1,3,3
"F","B","EY",29,1,2,1,3,4,3,"F","A","CB",16,0,1,0,6,3,4
"M","C","PO",19,0,1,0,1,8,3,"F","B","AZ",27,1,1,0,1,2,3
"F","A","AZ",29,1,0,1,0,1,4,"M","A","AZ",16,0,0,3,4,1,3
"M","A","PO",27,3,0,1,2,9,5,"F","A","EY",28,1,0,0,1,2,2
"F","B","IC",58,0,2,0,2,30,3,"F","C","IC",17,0,0,2,3,1,3
"M","B","PO",15,0,3,0,1,4,4,"F","B","PO",20,0,2,2,2,21,4
"F","B","AZ",15,3,4,0,3,2,3,"M","B","IC",34,0,1,4,2,14,5
"M","B","AZ",16,4,0,2,3,6,5,"F","B","CB",23,1,1,1,3,10,3
"M","B","IC",22,1,0,2,0,15,5,"M","B","PO",15,0,4,4,2,6,5
"M","A","ST",18,1,1,2,5,2,3,"F","A","EY",21,1,0,1,4,3,4
"M","C","CB",15,5,1,5,2,8,5,"M","A","AZ",26,1,2,1,1,2,3
"F","B","AZ",25,1,2,4,4,10,3,"F","B","IC",26,2,1,0,0,1,3
"M","A","EY",29,0,2,1,0,8,3,"F","A","ST",20,1,1,1,5,4,4
"F","B","ST",23,2,2,1,2,5,3,"F","B","EY",34,1,0,1,3,17,3
"M","A","ST",25,0,1,1,1,7,2,"F","B","PO",15,2,1,4,3,8,5
"F","B","PO",17,2,3,1,3,3,3,"M","B","PO",26,2,2,1,2,18,5
"F","B","PO",34,0,1,1,1,22,5,"F","B","CJ",22,1,0,0,1,7,3
"F","B","PO",35,2,1,3,2,20,5,"F","A","EY",20,1,1,1,0,8,5
"F","C","AZ",23,2,2,0,1,4,3,"F","C","AZ",29,0,0,3,2,15,5
"M","A","IC",19,3,3,1,2,3,3,"F","A","IC",26,1,1,0,2,4,4
"F","B","PO",15,0,2,1,3,1,4,"F","B","IC",22,0,3,0,2,6,3
"F","B","PO",17,0,1,4,4,4,5,"M","B","PO",32,0,2,0,2,21,5
"F","C","PO",25,1,0,2,1,6,5,"F","A","EY",35,2,2,0,1,5,4
"F","A","AZ",26,0,0,1,0,7,3,"F","B","PO",23,0,1,0,2,3,4
"M","B","CB",15,0,1,1,5,2,3,"F","B","CB",31,1,2,1,2,5,3
"M","B","AZ",27,0,3,0,5,6,4,"F","A","EY",26,1,0,1,3,9,3
"F","B","CJ",15,2,2,3,3,1,4,"M","B","EY",33,4,2,0,1,10,3
"F","B","ST",78,2,3,1,1,44,4,"F","C","IC",20,2,1,1,4,2,3
"F","A","EY",19,1,0,1,1,2,4,"M","C","AZ",45,0,0,3,3,19,4
"F","A","CB",21,1,1,1,1,18,3,"F","B","IC",23,0,0,0,2,14,4
"M","D","PO",24,2,1,3,3,13,5,"F","C","CJ",32,3,3,1,0,2,4
"M","C","AZ",27,0,0,1,0,6,5,"F","A","AZ",17,3,1,0,2,2,4
"F","B","EY",20,2,1,0,1,10,4,"M","C","PO",29,0,0,4,4,8,2
"M","C","EY",21,5,0,1,3,19,5,"F","C","EY",18,2,0,5,3,7,5
"F","A","AZ",30,2,1,0,0,9,2,"F","B","AZ",22,2,0,0,4,11,4
"M","C","PO",26,1,2,1,2,13,3,"M","A","CB",22,4,1,4,2,8,5
"M","C","PO",39,0,0,5,2,16,5,"F","C","CB",16,2,3,0,3,7,4
"M","A","IC",33,1,1,1,1,0,2,"F","C","CJ",15,3,2,0,1,1,3
"M","B","EY",39,1,2,0,4,21,3,"M","B","CJ",18,1,2,3,1,6,5
"F","B","CB",15,2,0,0,3,3,4,"F","A","AZ",27,2,2,1,4,14,4
"M","B","PO",23,2,4,1,3,4,5,"M","A","EY",28,1,1,1,0,0,3
"F","A","IC",25,0,1,1,4,7,4,"M","A","PO",18,0,0,1,2,4,3
"M","A","CB",24,0,1,3,4,7,4,"M","A","PO",25,0,0,1,3,7,3
"M","B","AZ",21,1,1,2,4,2,3,"F","A","ST",18,2,1,5,5,5,5
"M","C","EY",15,1,0,2,3,4,5,"M","C","AZ",17,2,0,4,1,4,5
"F","B","CJ",15,1,2,1,2,1,4,"F","A","EY",33,0,0,1,3,9,4
"M","A","EY",15,3,1,0,2,7,3,"F","A","EY",20,1,0,2,1,1,3
"M","B","IC",25,0,1,0,3,6,3,"M","C","PO",20,0,1,2,3,5,5
"M","A","EY",19,2,0,0,2,6,4,"F","A","ST",61,0,1,1,1,9,3
"M","A","CB",32,3,1,1,2,9,5,"F","B","CB",20,0,0,1,3,2,3
"M","C","EY",18,0,3,0,1,1,4,"F","C","AZ",20,1,1,0,0,8,5
"M","A","CJ",19,0,1,1,1,2,4,"F","B","EY",19,2,1,1,7,1,3
"M","A","PO",21,1,1,1,1,6,5,"M","A","IC",31,2,0,0,0,6,3
"F","B","IC",20,3,3,2,3,3,4,"F","B","PO",70,1,2,1,5,46,3
"F","A","CB",31,3,1,1,1,7,2,"F","B","CJ",20,2,1,2,2,7,5
"F","A","PO",15,2,1,1,3,6,4,"F","B","CJ",41,1,0,3,2,10,3
"F","D","CJ",19,1,0,3,1,8,5,"F","A","EY",18,1,1,0,1,1,4
"F","A","IC",31,1,1,1,5,8,4,"F","A","CB",17,2,1,1,2,4,3
"M","A","AZ",21,0,1,0,1,4,3,"M","A","ST",39,0,2,0,0,25,3
"F","C","AZ",21,2,2,2,1,16,5,"M","B","CB",22,1,2,4,1,12,5
"F","A","EY",29,1,1,0,1,4,3,"F","C","AZ",28,0,1,0,0,0,3
"F","D","PO",46,2,1,2,0,13,1,"M","B","PO",24,0,0,0,4,2,4
"M","C","CJ",29,4,3,2,2,31,5,"M","B","CJ",34,3,1,3,1,24,5
"F","A","EY",33,2,1,2,5,5,5,"M","B","CB",15,1,1,3,5,1,3
"F","A","AZ",25,0,1,1,0,1,1,"M","B","ST",21,0,0,1,1,4,5
"F","B","AZ",15,1,1,0,3,1,5,"F","B","EY",15,2,3,3,6,1,4
"F","C","ST",27,0,3,1,1,1,3,"M","A","CJ",25,1,1,2,1,17,3
"F","B","AZ",18,2,1,1,5,6,4,"M","B","PO",17,2,1,0,1,2,3
"M","D","CB",15,1,0,2,2,4,5,"M","D","CB",16,2,0,1,4,7,4
"F","B","EY",25,1,1,1,2,6,4,"M","B","CJ",23,0,1,5,2,6,5
"M","B","AZ",17,3,1,4,3,8,5,"F","B","CB",62,0,0,1,2,33,4
"F","A","AZ",20,1,2,1,1,4,4,"M","B","CB",20,0,0,0,2,8,3
"M","C","AZ",61,2,1,6,5,31,5,"M","C","CB",21,1,1,0,2,11,4
"M","B","AZ",16,2,3,2,2,6,5,"F","C","PO",27,0,1,3,3,5,4
"M","C","AZ",39,2,0,5,3,6,5,"F","A","AZ",20,0,0,1,2,1,4
"F","A","CB",35,0,1,1,1,0,3,"F","B","EY",23,1,2,0,0,8,3
"F","A","EY",25,0,0,1,3,1,4,"M","C","CJ",53,3,2,1,1,38,4
"F","C","EY",21,0,2,0,4,12,4,"F","C","PO",33,0,0,0,1,15,3
"F","C","AZ",36,1,1,3,3,14,4,"F","A","AZ",20,2,0,0,3,14,4
"M","B","PO",31,0,5,3,10,22,3,"F","B","CB",21,1,0,1,5,3,4
"F","D","CJ",22,2,2,4,6,2,3,"F","A","ST",17,2,2,3,2,6,5
"F","A","PO",17,2,0,1,1,16,5,"F","A","AZ",17,0,1,0,2,5,5
"F","A","CJ",15,1,0,3,2,26,5,"F","B","CB",17,2,1,2,1,18,5
"F","C","IC",27,3,0,4,4,18,5,"F","C","PO",29,1,2,4,2,14,5
"M","B","CB",18,0,1,0,2,1,3,"F","B","CJ",19,1,2,2,2,7,5
"M","A","AZ",70,2,1,0,0,12,1,"F","C","CB",16,2,0,4,1,8,5
"F","C","CJ",21,2,1,2,7,8,4,"F","B","CB",17,0,0,1,3,9,4
"F","B","PO",33,2,4,1,3,19,3,"F","D","IC",47,1,1,1,3,19,4
"M","C","CJ",16,4,0,1,2,12,5,"F","B","PO",16,3,0,2,6,2,3
"F","A","EY",30,3,3,2,0,1,3,"F","A","AZ",30,1,0,1,0,3,2
"F","B","CB",15,3,0,5,3,9,5,"F","A","EY",22,0,1,0,4,5,3
"M","A","PO",16,2,2,1,3,1,3,"M","A","IC",26,0,2,1,1,1,3
"F","C","CJ",16,2,1,1,1,5,5,"F","B","EY",29,0,1,2,2,31,3
"F","A","CB",37,1,1,4,1,6,2,"M","B","CB",38,3,1,0,5,2,4
"M","C","PO",17,2,0,3,2,5,5,"M","A","CB",23,5,1,5,2,4,5
"M","A","CB",18,1,0,1,3,3,4,"F","A","PO",57,0,0,3,7,37,3
"F","B","AZ",20,0,1,1,2,9,5,"F","A","IC",38,1,0,0,0,5,4
"M","B","AZ",24,2,1,2,0,9,5,"F","A","AZ",28,0,0,1,3,12,3
"F","A","AZ",23,0,1,0,2,5,3,"F","B","EY",26,0,1,0,2,11,3
"M","A","EY",17,2,0,2,2,4,3,"M","C","AZ",26,3,0,2,2,6,5
"F","A","IC",25,0,0,2,1,0,2,"M","A","ST",35,1,1,0,2,5,3
"F","C","CJ",36,3,1,0,0,3,2,"M","A","AZ",16,1,0,1,5,1,3
"M","B","PO",27,1,2,1,7,4,4,"M","B","AZ",38,1,2,2,7,20,4
"F","C","AZ",37,2,0,1,0,5,3,"M","C","IC",20,2,3,3,2,6,6
"M","A","IC",28,2,1,2,1,2,1,"F","D","PO",18,0,2,0,4,6,3
"M","C","AZ",58,1,0,0,3,15,4,"M","B","CB",19,0,1,2,3,12,5
"M","A","IC",38,2,1,2,1,7,3,"M","A","PO",26,1,1,0,1,6,2
"M","A","CJ",17,0,1,0,2,1,4,"F","B","AZ",16,0,0,0,3,1,3
"F","D","CJ",27,2,0,4,4,5,5,"M","B","PO",22,1,1,1,1,15,5
"M","A","CJ",34,2,3,2,1,6,3,"F","B","IC",18,1,1,1,7,9,4
"M","B","CJ",25,1,0,0,5,15,5,"M","B","IC",21,1,0,2,0,4,5
"F","B","IC",15,1,2,0,3,4,3,"M","B","PO",15,1,1,4,4,4,5
"M","D","AZ",19,1,2,3,1,11,5,"F","A","AZ",33,1,1,1,1,3,3
"F","C","CB",17,2,0,2,6,4,4,"F","A","AZ",22,1,1,2,6,4,3
"F","A","CJ",30,7,2,1,0,9,5,"M","B","AZ",31,0,5,2,5,7,3
"F","C","CB",16,2,0,1,3,2,3,"F","A","CJ",25,1,0,0,0,4,3
"F","A","PO",28,2,0,5,2,14,5,"F","A","CB",27,0,2,2,2,3,3
"M","A","PO",43,4,2,2,1,17,5,"M","B","CB",24,0,0,2,2,10,5
"M","B","PO",16,3,1,3,1,5,5,"F","D","AZ",22,0,2,1,4,4,3
"M","A","PO",15,1,0,2,2,1,4,"F","C","CB",18,4,2,5,4,6,5
"M","A","CJ",32,2,2,2,1,7,5,"M","C","CB",18,0,0,3,1,9,5
"F","A","EY",23,0,0,1,3,5,4,"F","C","AZ",29,3,3,4,2,7,5
"F","A","EY",43,1,1,1,0,13,3,"M","C","EY",16,2,1,1,7,7,3
"F","A","PO",16,3,1,1,2,2,4,"M","A","AZ",32,2,1,1,0,5,5
"M","A","ST",31,1,1,3,1,5,5,"M","C","AZ",23,2,2,1,1,9,5
"M","B","PO",17,1,0,0,4,3,4,"F","B","EY",22,0,0,1,5,6,3
"F","C","CB",18,1,1,3,2,3,4,"M","C","ST",21,0,1,3,1,13,5
"F","B","EY",29,2,2,2,1,10,3,"F","C","PO",39,2,0,2,1,13,5
"F","B","CJ",24,2,2,2,3,8,3,"M","B","EY",43,5,0,4,0,25,5
"F","B","ST",17,2,0,2,2,6,5,"F","C","CJ",17,2,1,1,7,8,3
"F","B","PO",30,1,0,1,1,10,3,"M","A","AZ",25,2,1,1,2,9,1
"F","A","ST",26,1,1,1,0,23,4,"F","B","AZ",17,4,2,1,3,13,5
"M","B","PO",30,2,0,1,4,16,4,"M","D","EY",22,3,2,0,2,8,3
"F","B","ST",70,0,1,2,6,31,4,"M","B","CJ",15,0,1,2,3,2,3
"M","C","AZ",19,0,3,2,5,2,3,"M","B","EY",18,1,2,5,0,4,5
"F","C","PO",16,2,2,2,2,8,3,"F","D","ST",29,1,1,0,2,9,3
"F","C","PO",18,2,1,1,2,14,5,"F","B","PO",23,1,2,0,3,10,4
"F","B","AZ",18,3,3,0,5,1,4,"M","B","ST",17,0,2,4,2,19,5
"F","C","PO",16,0,0,0,0,12,5,"M","A","ST",22,2,1,2,2,7,5
"M","B","IC",18,1,0,2,4,2,3,"F","B","EY",16,1,2,3,3,3,4
"M","A","AZ",22,2,3,1,3,11,3,"M","B","AZ",29,0,0,1,2,5,1
"M","C","AZ",21,2,1,4,3,12,5,"M","B","ST",16,1,0,4,1,5,5
"M","B","EY",21,1,2,1,2,4,4,"M","C","EY",23,0,2,1,1,12,3
"F","B","EY",18,1,0,2,5,4,3,"F","B","CJ",24,1,1,2,5,10,4
"M","A","CB",19,1,0,1,6,3,3,"M","D","ST",22,6,0,6,4,4,5
"F","C","EY",22,1,4,1,3,5,3,"M","C","AZ",31,2,3,0,2,14,2
"M","C","AZ",16,0,0,2,5,2,3,"M","B","CJ",17,2,4,1,1,4,4
"M","B","EY",30,0,0,0,0,12,3,"M","B","CJ",15,3,1,6,2,9,5
"F","C","PO",15,1,1,0,3,1,3,"M","A","CB",15,1,0,1,2,1,4
"F","A","AZ",36,2,1,0,0,6,3,"F","D","EY",27,0,1,0,2,7,3
"M","B","CJ",15,1,0,2,8,7,4,"F","B","IC",21,0,2,1,5,8,4
"M","A","ST",21,1,0,1,2,16,5,"F","B","PO",18,2,2,2,0,11,5
"M","A","CJ",39,1,0,0,2,28,3,"F","D","PO",32,0,0,0,4,17,3
"M","C","AZ",29,1,2,0,1,13,4,"F","A","CB",15,4,0,2,5,7,4
"M","A","CB",31,2,1,5,1,16,5,"F","A","AZ",34,1,2,1,0,5,4
"M","A","AZ",15,2,3,3,2,17,5,"F","A","PO",29,4,2,1,1,4,5
"M","B","AZ",24,2,1,0,2,7,5,"F","C","EY",42,1,2,0,2,25,3
"F","A","AZ",25,2,1,2,5,5,4,"M","A","CB",28,3,0,1,3,13,3
"M","B","EY",16,3,0,2,4,3,4,"M","A","EY",45,0,2,2,1,10,3
"F","A","PO",20,2,3,2,1,5,5,"F","A","AZ",25,2,1,2,2,1,1
"M","C","CJ",19,1,3,1,2,8,3,"F","A","AZ",37,1,1,3,0,11,4
"M","A","EY",27,1,0,0,0,3,2,"M","B","AZ",28,1,2,3,3,18,5
"M","A","CJ",34,0,1,1,0,6,4,"F","A","AZ",32,1,3,0,0,16,2
"F","C","AZ",16,1,3,1,1,1,4,"F","B","AZ",44,0,1,0,2,18,4
"F","A","ST",29,1,0,1,0,2,1,"F","A","ST",32,0,0,0,0,1,3
"F","A","AZ",28,0,1,2,3,10,3,"F","B","CJ",32,0,0,0,1,8,4
"M","C","PO",21,2,1,2,1,4,4,"F","A","AZ",25,0,0,2,2,5,3
"F","B","PO",19,1,1,2,5,6,3,"F","B","PO",23,2,0,3,2,8,5
"F","A","AZ",42,3,1,0,1,4,3,"M","A","CB",18,0,2,3,2,9,5
"M","C","EY",25,0,2,2,1,3,3,"M","B","PO",19,3,1,0,1,9,5
"M","D","CJ",21,1,0,5,2,6,5,"M","A","AZ",25,1,0,2,3,1,2
"M","D","AZ",22,4,1,1,1,16,5,"M","B","ST",21,2,1,1,1,7,5
"F","A","AZ",31,0,0,0,1,4,4,"F","A","CJ",33,3,1,1,0,0,2
"M","B","EY",17,0,4,0,2,1,3,"F","A","EY",30,0,0,0,1,7,3
"F","A","PO",16,0,1,0,2,3,3,"M","A","PO",36,5,1,6,3,8,5
"F","C","PO",26,3,1,1,3,7,3,"F","A","CJ",33,0,1,0,4,18,4
"F","D","AZ",64,0,2,0,0,38,4,"M","A","AZ",19,1,4,0,2,3,3
"F","D","AZ",29,3,1,1,1,2,2,"F","A","EY",15,1,0,2,5,5,4
"M","B","AZ",20,0,0,2,5,7,3,"F","A","ST",38,1,1,1,0,4,3
"F","B","CB",16,2,1,1,4,3,4,"M","B","PO",17,0,2,3,4,2,4
"M","A","CJ",15,0,0,4,2,4,5,"F","B","CB",21,4,3,3,2,13,5
"F","A","CJ",32,0,1,0,2,5,3,"F","C","CJ",17,1,0,0,1,4,4
"F","A","IC",25,4,0,1,5,2,3,"F","A","ST",35,1,0,0,3,1,1
"M","B","CB",21,1,0,4,1,6,5,"F","A","EY",37,0,1,0,6,7,4
"F","D","PO",19,1,0,2,4,4,4,"M","B","AZ",24,0,0,2,3,15,4
"M","A","PO",25,0,0,4,1,13,5,"F","B","CJ",18,2,1,3,4,7,5
"F","B","CB",28,2,1,3,5,19,3,"M","B","EY",31,0,1,0,0,15,4
"M","B","PO",24,2,1,0,5,10,4,"F","B","AZ",36,1,1,1,2,3,1
"F","A","ST",30,1,0,0,0,10,3,"F","B","EY",16,0,0,0,2,4,2
"F","B","ST",18,0,0,3,2,4,5,"F","C","AZ",27,2,0,1,5,10,4
"F","A","CJ",25,2,1,2,3,12,4,"M","A","EY",33,1,0,1,8,21,4
"M","B","CJ",23,3,0,2,7,9,3,"F","D","AZ",18,0,0,4,4,10,5
"F","A","AZ",21,0,1,0,2,7,4,"M","A","AZ",27,1,0,2,1,3,3
"M","B","AZ",25,0,0,1,3,5,3,"M","C","EY",15,3,0,0,1,2,4
"M","B","IC",27,2,1,0,1,11,4,"F","B","EY",16,0,2,1,1,5,4
"F","B","AZ",44,0,0,1,4,4,3,"M","B","PO",24,4,1,5,4,11,5
"F","A","AZ",25,0,0,0,0,1,4,"F","B","EY",21,1,1,3,5,1,4
"F","B","CJ",21,0,1,0,2,12,4,"M","B","PO",22,1,0,1,3,2,4
"F","B","CB",24,4,1,0,1,6,4,"F","C","AZ",16,4,1,1,2,12,6
"F","C","EY",21,2,0,0,4,9,4,"M","D","AZ",15,1,4,3,2,4,5
"M","B","EY",16,0,0,2,0,5,5,"M","A","AZ",21,1,1,4,3,7,5
"F","A","IC",35,2,5,1,0,13,3,"F","A","ST",25,2,0,2,3,9,3
"M","A","IC",29,0,1,4,2,13,2,"F","B","EY",21,0,1,0,1,10,3
"M","C","IC",16,1,0,0,2,3,4,"F","B","IC",41,1,1,0,1,31,4
"F","A","PO",28,1,1,3,3,4,4,"F","B","CB",18,1,1,9,5,8,5
"M","C","AZ",32,2,0,5,2,37,5,"M","B","CB",19,0,1,0,1,2,3
"F","C","EY",17,1,1,1,4,2,3,"M","C","PO",36,0,0,3,3,4,5
"F","B","ST",31,2,0,1,2,13,2,"F","A","PO",18,2,1,0,1,8,3
"M","A","CJ",15,1,0,7,2,4,5,"M","A","PO",23,3,2,7,6,5,5
"M","B","AZ",22,3,2,0,1,11,5,"M","B","IC",37,2,0,1,4,14,3
"M","A","ST",15,1,1,0,2,3,4,"F","C","ST",15,2,0,0,2,5,4
"F","D","AZ",16,0,0,4,2,1,4,"M","A","IC",35,1,2,1,3,21,3
"M","B","AZ",19,5,1,4,0,8,5,"M","B","IC",69,0,1,0,2,54,4
"M","A","PO",20,2,2,6,3,4,5,"F","A","EY",18,2,0,1,2,4,3
"M","B","AZ",17,0,0,2,5,3,3,"M","C","CB",29,2,0,5,8,5,4
"F","D","AZ",20,3,1,5,2,17,5,"F","B","EY",37,0,1,3,3,14,4
"M","B","AZ",36,0,2,1,0,29,5,"F","C","CB",25,1,3,1,4,11,3
"M","D","CB",23,1,1,1,3,7,4,"M","B","IC",17,2,1,0,1,4,4
"F","B","CJ",17,1,1,0,2,3,3,"F","A","ST",16,1,3,1,3,1,3
"F","A","PO",39,0,0,1,1,7,2,"M","B","CB",22,0,0,1,1,6,4
"M","B","CB",22,2,0,1,4,3,4,"F","C","AZ",35,1,0,3,2,9,2
"M","C","CJ",17,1,1,2,1,5,5,"F","C","AZ",17,3,1,0,0,4,6
"M","B","ST",17,0,1,5,3,6,5,"M","B","PO",17,4,3,1,0,7,5
"F","B","EY",29,1,0,4,5,4,5,"F","B","EY",29,0,2,1,0,2,1
"M","B","CJ",15,0,0,3,1,8,5,"F","B","PO",36,1,1,4,1,15,5
"F","C","EY",52,0,0,0,0,7,1,"F","A","AZ",18,2,0,0,0,5,4
"F","B","CB",17,2,1,1,4,1,3,"F","A","EY",32,1,2,2,3,2,4
"F","A","PO",27,1,1,0,1,2,2,"F","B","EY",17,2,1,0,2,3,4
"M","A","EY",26,0,0,0,1,2,2,"M","A","IC",54,5,1,2,0,2,3
"F","C","CJ",21,2,2,0,0,5,3,"M","B","PO",32,3,0,5,3,14,5
"F","B","IC",32,0,0,3,5,26,4,"F","A","AZ",26,1,1,1,2,1,3
"F","A","EY",22,1,2,1,1,17,3,"F","B","EY",25,0,0,1,0,6,3
"F","A","IC",31,2,0,1,3,6,2,"M","A","IC",29,0,1,1,4,6,3
"M","A","CB",18,1,3,1,5,4,4,"F","A","PO",22,1,1,3,5,9,4
"M","D","ST",19,0,2,0,2,3,4,"F","C","AZ",24,0,0,2,3,4,5
"F","B","CJ",20,1,2,0,2,8,4,"M","A","IC",28,1,1,0,3,1,1
"F","B","ST",18,0,1,1,5,3,4,"F","B","EY",25,2,0,2,5,1,3
"M","B","AZ",22,2,0,2,3,16,5,"F","B","IC",18,2,0,3,3,5,5
"F","A","IC",21,2,2,1,3,7,3,"F","B","PO",23,5,6,0,0,12,5
"F","B","CB",18,0,0,0,2,1,3,"F","C","AZ",20,0,1,0,1,6,3
"F","B","IC",15,1,1,3,5,1,4,"M","B","PO",16,4,1,1,3,12,5
"M","B","EY",15,2,2,0,5,4,3,"F","C","CJ",58,0,1,0,5,28,4
"M","D","PO",19,3,2,3,6,4,4,"F","A","AZ",19,0,2,2,6,1,3
"F","C","CB",16,2,1,1,0,7,5,"M","A","PO",41,1,1,0,2,15,4
"F","C","ST",38,0,1,0,1,3,3,"M","B","EY",16,2,2,1,3,3,4
"M","A","AZ",43,1,1,1,2,5,3,"M","C","PO",19,2,0,1,1,12,5
"M","A","ST",17,1,1,5,2,5,5,"F","B","AZ",16,2,0,1,2,2,3
"F","B","PO",30,1,0,0,2,6,3,"F","B","EY",25,1,1,1,3,6,3
"F","B","EY",16,1,1,1,5,6,3,"F","A","CB",27,1,2,0,1,1,4
"F","D","PO",15,4,1,3,2,7,5,"F","D","CB",32,2,1,2,1,11,5
"M","C","EY",16,0,1,1,2,2,4,"M","A","CB",40,2,1,1,2,9,3
"M","B","EY",26,1,1,0,2,8,3,"M","B","IC",19,0,1,1,7,2,3
"F","B","ST",34,4,3,1,2,5,3,"F","B","AZ",34,0,0,0,2,15,4
"M","B","CB",19,0,0,1,5,1,4,"M","B","EY",17,0,1,3,8,5,4
"F","A","IC",28,1,1,0,2,16,2,"M","A","AZ",17,1,0,1,4,2,3
"F","B","IC",24,0,0,2,4,8,3,"F","B","EY",15,1,1,0,2,1,4
"F","D","AZ",32,0,1,0,0,19,2,"M","B","CJ",36,1,0,2,5,14,3
"M","D","CB",27,4,1,3,4,11,5,"F","A","AZ",18,1,2,0,1,2,3
"F","A","IC",41,1,0,2,0,6,3,"F","A","CB",25,0,0,0,0,8,3
"F","C","CJ",16,2,1,1,1,22,5,"F","A","AZ",32,1,2,0,1,4,3
"F","A","CB",27,1,2,1,0,1,1,"M","B","CB",16,4,1,3,3,15,5
"F","B","IC",16,2,3,3,1,5,5,"M","B","PO",22,1,1,1,3,12,4
"F","A","PO",26,0,0,1,0,3,4,"M","A","CJ",17,1,3,0,2,2,4
"M","A","PO",48,2,1,3,4,8,5,"F","C","EY",36,1,0,0,4,9,3
"M","B","EY",36,2,2,1,5,16,4,"F","A","EY",18,0,0,0,4,2,4
"F","A","AZ",27,0,1,0,0,1,3,"F","A","EY",29,1,1,0,1,3,2
